CustomerID,Age,Balance,Satisfaction,CommunicationType,CallDuration,PreviousLoans,CustomerSegment,MonthlyTransactions,Subscribe
236,69,0.5265949425897893,7,2,81,2,0,43,1
237,29,0.30328102606544527,3,0,69,3,0,51,1
238,56,0.3625832125946771,3,2,425,3,2,37,0
239,19,0.06640535346049736,2,1,401,0,0,37,0
240,20,0.9893495140420392,1,2,524,1,2,42,1
241,66,0.03929194515069245,5,1,211,2,0,25,0
242,54,0.654907123147859,4,2,101,2,0,73,0
243,66,0.4427359277064583,2,2,588,0,0,47,1
244,73,0.9489162181887151,1,1,337,0,0,15,0
245,34,0.24599974030679517,3,2,332,2,0,97,1
246,66,0.5320868239380113,6,1,204,0,0,64,0
247,19,0.48235620858275297,2,1,486,3,0,50,0
248,19,0.7028664440501013,10,2,228,2,2,76,1
249,45,0.06801023195242051,7,2,188,4,2,95,1
250,71,0.19378913002335485,7,1,98,1,0,60,1
251,40,0.21456482009284983,3,0,410,1,0,45,0
252,54,0.7381507548416897,1,2,459,4,1,47,0
253,49,0.18913869632674007,9,2,193,4,0,56,1
254,50,0.5734917638909767,5,0,554,3,0,52,1
255,18,0.2152438205009537,2,0,19,2,0,16,0
256,36,0.8616249500839784,8,2,310,0,1,11,1
257,19,0.9421854544896385,10,2,557,1,0,48,1
258,70,0.5184929749422404,10,2,78,4,0,10,0
259,61,0.3523088842091783,4,0,169,2,0,23,0
260,43,0.23405777501749914,10,2,245,0,1,20,0
261,49,0.049781001523043766,7,0,471,1,1,15,1
262,23,0.2685000761974954,5,0,98,2,0,63,1
263,49,0.6542357799453179,3,1,321,1,1,96,1
264,72,0.5336169313092108,10,0,140,3,0,91,1
265,21,0.9440412782809274,8,1,108,1,0,39,1
266,72,0.3962772624917006,2,0,312,3,0,64,0
267,28,0.6938633423283945,1,0,120,3,0,39,0
268,73,0.4893227474751214,5,1,98,3,1,21,0
269,34,0.5125762159242117,4,1,577,0,0,43,1
270,55,0.2677743146041175,10,1,493,0,0,8,1
271,41,0.4549507768419997,7,1,143,3,0,52,0
272,22,0.47078499701270726,9,1,109,2,2,75,1
273,69,0.7066425217489339,6,1,483,3,0,52,1
274,51,0.9406399991861139,1,1,129,2,1,86,1
275,23,0.3293212774825043,8,0,399,1,0,66,1
276,39,0.042200468581298445,2,0,505,0,0,27,0
277,28,0.4962951255006397,4,1,209,2,1,64,1
278,65,0.5444613321491686,3,2,360,2,2,32,0
279,33,0.16844055113191525,6,1,153,2,0,46,0
280,50,0.7604646062760667,2,2,532,4,0,42,1
281,26,0.9849291084414916,5,0,546,0,1,87,1
282,23,0.9457747170084609,9,0,359,4,0,62,0
283,33,0.19710603882365219,3,2,309,1,0,67,0
284,46,0.8753632399007607,2,0,473,2,0,63,1
285,20,0.7044936364116847,2,1,299,0,0,25,0
286,37,0.4538465638069116,9,2,340,0,0,54,1
287,53,0.540610994324729,6,2,3,0,0,6,0
288,36,0.8496001749824581,2,0,553,2,0,85,1
289,43,0.48013493963837317,3,2,168,3,1,79,1
290,20,0.37320736910512686,1,2,419,3,0,17,0
291,36,0.4932474930259858,2,2,279,3,1,60,1
292,37,0.5791298040350491,2,0,388,4,2,96,0
293,49,0.18907765377834884,2,2,184,2,2,21,0
294,24,0.9009077302669907,7,2,322,1,0,49,0
295,69,0.6741869488296138,3,1,10,4,0,57,1
296,58,0.6332689173374889,4,1,277,0,0,92,1
297,50,0.09949622618063814,2,2,138,3,0,41,1
298,57,0.6041739381725918,5,0,85,0,1,18,0
299,56,0.12096066223849233,9,2,230,4,0,74,0
300,35,0.07869767519539905,9,0,450,3,2,45,1
301,57,0.5273108956423933,7,1,137,2,0,60,0
302,18,0.402785534046495,8,1,530,3,0,48,1
303,28,0.5888102701562232,5,2,337,3,0,26,1
304,45,0.0892221680572386,5,0,155,3,0,88,1
305,74,0.4309830628472584,3,0,16,4,0,27,0
306,42,0.17478671504515797,6,0,260,3,0,48,0
307,67,0.9871000859241166,1,2,159,4,2,36,1
308,40,0.5611502124351744,3,0,308,0,2,90,1
309,48,0.6874368609408673,2,1,80,2,0,91,1
310,47,0.3254182806826078,7,0,212,3,0,88,1
311,59,0.09473891477934415,9,0,426,4,0,41,1
312,52,0.9758708627835366,4,2,341,3,0,50,1
313,24,0.2862590353831832,7,2,358,3,0,43,1
314,33,0.4238081851735742,8,2,205,3,0,38,0
315,43,0.649863921702575,10,2,335,1,0,85,1
316,65,0.024697297686111286,2,2,260,2,0,83,0
317,74,0.8102591305172869,7,0,242,2,1,89,1
318,69,0.5365781900286203,3,0,581,4,0,5,0
319,66,0.27821718706882215,8,2,394,0,0,42,0
320,19,0.06160798529246925,6,2,336,0,1,33,0
321,18,0.16249841547444144,3,0,278,0,2,70,1
322,65,0.8950338588534369,8,2,248,3,1,24,1
323,29,0.686024223935891,3,1,29,4,0,46,1
324,22,0.24990172163688984,9,0,130,3,1,61,1
325,54,0.06560076494502953,3,1,523,1,2,81,0
326,49,0.6906153123866363,1,0,459,4,1,12,1
327,72,0.5724077259677651,2,0,394,4,0,91,0
328,26,0.404519524458235,4,0,527,4,0,63,0
329,58,0.36361144919006383,2,0,412,1,1,15,0
330,52,0.2168142759291083,4,0,116,4,0,91,1
331,36,0.6696112565375176,4,0,148,1,0,40,1
332,65,0.9706680277938705,4,0,108,0,0,32,1
333,33,0.17571524583682585,1,2,235,4,0,85,0
334,20,0.5971166200155034,9,2,426,3,0,76,0
335,37,0.4241850557459762,10,2,516,2,0,5,1
336,41,0.4466887217446649,7,1,179,1,1,97,0
337,71,0.2541472801278144,2,0,395,0,0,56,1
338,73,0.8251348756614191,3,2,0,0,0,7,0
339,50,0.4852556041472411,8,2,7,2,1,17,0
340,41,0.5434058521982641,7,2,143,4,0,27,1
341,69,0.30476091279732576,4,0,274,3,0,91,0
342,28,0.18180846566694975,4,0,286,2,0,38,0
343,66,0.08591038820282049,9,1,489,4,0,30,0
344,25,0.7141191409249159,5,1,570,4,2,9,1
345,53,0.19623428168785562,5,0,30,1,1,12,0
346,55,0.6900753541887977,7,1,451,3,0,85,1
347,57,0.3903764460469539,1,2,243,3,0,29,0
348,37,0.41577480098965147,3,1,139,1,0,91,1
349,52,0.4691774960927717,2,2,400,4,0,59,0
350,65,0.3677085081275432,10,1,540,4,0,32,0
351,42,0.10061997722259008,6,2,163,3,1,12,1
352,52,0.3096318100028458,6,1,103,3,0,23,0
353,42,0.6637343606939384,10,1,62,3,0,17,1
354,46,0.665784401468871,1,0,14,3,0,30,1
355,35,0.28622430723999437,6,0,493,4,0,43,1
356,63,0.46010262655768797,10,2,178,3,0,55,1
357,35,0.19344722801193748,2,0,522,4,0,10,1
358,19,0.21037208152983577,4,2,440,1,1,17,0
359,71,0.023047088406607408,6,0,524,0,0,56,1
360,52,0.8967465499077446,3,0,487,1,0,91,1
361,33,0.2107066650749062,3,2,310,1,0,40,0
362,58,0.22753387693646332,3,1,574,2,1,21,1
363,53,0.2796014326451318,4,2,129,1,0,69,0
364,50,0.127408071695429,9,2,465,2,1,47,1
365,21,0.6392628831813628,4,2,501,2,0,17,0
366,50,0.07514295317758657,4,0,262,2,1,96,1
367,31,0.13420242632635027,4,0,170,1,0,67,1
368,38,0.6447567265900929,7,0,405,0,0,59,0
369,65,0.33966062048144274,5,2,24,2,2,82,0
370,37,0.707947826701189,2,1,448,3,0,18,0
371,73,0.557424744670142,7,1,159,3,0,75,1
372,25,0.25602117306151306,3,2,216,4,0,45,1
373,24,0.6508279504893281,1,2,489,3,2,47,0
374,20,0.11627368029288065,9,1,279,3,0,67,0
375,34,0.5364103830800304,5,0,80,2,0,86,1
376,50,0.43714810504503465,10,2,124,1,0,45,1
377,65,0.2678735828174408,1,1,169,3,0,13,0
378,29,0.6040049977395001,1,1,581,1,0,24,0
379,68,0.8713335923402825,1,1,589,0,0,25,1
380,39,0.9989046997630767,9,0,89,3,0,29,0
381,72,0.6077627687434245,8,1,379,0,0,70,1
382,39,0.40470587432917016,6,1,110,0,2,34,0
383,63,0.2252071002162016,10,1,163,4,0,76,1
384,47,0.25709608939511175,6,2,414,1,0,29,0
385,55,0.4794549781497657,6,2,154,1,1,98,1
386,55,0.36727770128070925,4,2,193,4,0,34,1
387,62,0.9138145226249442,5,1,475,2,0,81,1
388,68,0.36829546765570953,10,1,20,4,0,35,1
389,71,0.3734445911454355,3,0,108,4,1,40,1
390,25,0.38353451243397696,3,1,398,4,1,45,1
391,44,0.8366202103676581,10,0,128,0,1,65,0
392,44,0.6507883208469019,7,1,508,1,0,33,0
393,51,0.6141688503188927,5,0,279,2,2,38,0
394,38,0.3341430223838622,8,2,426,3,0,23,0
395,47,0.8179041768324394,5,1,26,3,1,94,1
396,50,0.038363861355701134,4,0,343,3,0,9,0
397,45,0.8707971723381132,3,2,400,2,0,24,0
398,64,0.5127498997939296,2,2,294,3,0,82,1
399,50,0.3982502348634128,3,1,566,2,0,33,0
400,22,0.4971672807176857,7,0,195,3,0,7,0
401,65,0.6674155305338311,8,0,155,3,0,88,1
402,36,0.01276542651789736,5,0,439,2,0,29,1
403,21,0.8715518564582477,1,2,100,1,0,73,1
404,52,0.4467395253113928,3,0,499,2,0,59,0
405,66,0.3429665197000782,4,2,284,2,0,60,1
406,34,0.1382455656340571,10,0,68,4,2,33,1
407,61,0.43946537435844213,4,2,385,0,0,45,1
408,45,0.49632277128437885,1,1,451,0,0,6,0
409,47,0.4036466944934778,10,2,137,1,0,10,0
410,46,0.6786600938268971,9,0,247,1,1,63,1
411,63,0.420896528759226,10,2,102,1,0,69,1
412,70,0.9614175778465733,4,0,509,0,0,35,1
413,23,0.5992775178235918,2,1,374,1,1,95,1
414,52,0.807477935651909,9,2,154,1,0,50,1
415,58,0.10935590310947885,4,1,86,2,0,64,0
416,54,0.3972912929459057,4,2,481,2,0,50,0
417,41,0.3368477014471527,6,2,208,0,0,23,0
418,46,0.5694823881365918,8,1,177,2,0,5,0
419,66,0.8611135200614256,5,1,585,1,0,99,1
420,63,0.07833821776200667,8,2,257,2,1,22,1
421,70,0.07257479804471079,1,2,272,4,0,11,0
422,48,0.8503177081575989,4,2,23,2,0,36,1
423,52,0.21285008603835742,1,1,582,0,0,63,0
424,50,0.6687532544498137,3,0,594,1,0,69,1
425,69,0.5428781323608052,7,1,399,1,0,16,0
426,38,0.8328935948872295,1,2,352,0,1,49,0
427,49,0.12508890983640353,5,2,300,2,0,28,0
428,40,0.12978296572261128,1,1,9,1,0,58,0
429,50,0.5568183602783076,6,2,42,1,1,8,0
430,20,0.9463786533583709,9,2,50,4,0,83,1
431,35,0.41499775837075425,3,2,106,0,0,28,1
432,42,0.32694210025469495,6,2,234,2,0,27,1
433,59,0.6066893231978858,4,2,489,2,0,93,0
434,48,0.9304486005450311,6,0,474,1,0,53,1
435,71,0.8369278328446237,2,1,580,3,0,94,0
436,20,0.9954836107332199,4,1,291,4,0,25,0
437,57,0.02256858320237709,7,1,480,4,1,74,1
438,63,0.11285814471276223,6,0,459,4,0,26,1
439,41,0.609467763366622,9,0,424,1,1,79,1
440,67,0.8205764393338497,7,1,328,0,0,41,1
441,49,0.28524434230676654,1,1,184,0,1,34,1
442,64,0.23921108803421876,6,1,505,4,0,35,1
443,39,0.7869757993812009,3,2,477,3,0,37,1
444,40,0.05638185385323158,8,0,13,3,0,80,0
445,19,0.3693826475825851,1,0,92,2,2,31,0
446,44,0.5058092225923297,10,2,179,3,0,82,1
447,59,0.5603486743503234,2,0,565,4,0,62,0
448,19,0.7286151567927769,3,1,304,2,0,5,0
449,43,0.35484572343065823,3,0,474,4,0,68,0
450,34,0.6126843446746072,7,2,541,0,0,76,1
451,57,0.5853754227909563,8,1,523,4,0,76,1
452,50,0.5476161006537471,9,0,110,2,0,97,1
453,26,0.6404832931422122,7,1,414,4,1,30,1
454,60,0.2594491710680763,8,0,420,1,0,94,0
455,71,0.08464875358462898,6,1,410,2,0,53,0
456,65,0.11927167203974343,2,2,522,3,0,88,1
457,56,0.22458238265390107,1,2,328,0,0,48,0
458,46,0.5001979355227852,3,0,271,3,0,47,0
459,59,0.8404427505460201,9,0,13,4,1,53,1
460,72,0.7012933420883841,7,1,174,3,0,56,1
461,43,0.7890406042020471,2,2,157,2,0,75,0
462,52,0.3509756239260914,1,1,233,1,1,36,1
463,67,0.40465374164855017,2,2,140,3,2,59,1
464,42,0.3936818859906128,3,1,480,4,0,22,0
465,41,0.19187318440450152,6,1,118,3,1,90,1
466,30,0.06121665814357202,9,1,381,3,0,63,0
467,24,0.5909160928272268,8,0,520,2,0,33,0
468,74,0.9892166834205861,10,2,409,4,1,36,1
469,53,0.16682970495026284,9,0,48,4,2,58,1
470,62,0.046684819899273755,8,0,369,1,0,88,1
471,37,0.779531681823933,7,1,332,2,0,35,1
472,18,0.2525860066847242,6,2,148,2,1,47,0
473,25,0.8296438053529284,8,0,156,0,0,45,1
474,63,0.7039366670345154,6,1,151,1,0,12,0
475,33,0.9456735370508046,2,2,460,1,2,47,1
476,31,0.408927235756672,9,2,375,4,0,55,0
477,29,0.6619698394506341,9,0,595,4,0,12,1
478,68,0.4648547808132707,3,1,424,1,0,13,0
479,40,0.6305886973085435,9,0,47,2,0,82,1
480,32,0.44959890600773733,2,2,334,0,0,50,0
481,45,0.18863224642407483,3,0,588,4,0,37,0
482,51,0.5078974160033809,6,1,554,0,0,62,1
483,19,0.5285842014374423,4,2,468,1,1,83,1
484,49,0.8106038482601611,8,1,574,2,0,98,1
485,40,0.7355207057935812,1,1,244,0,1,98,0
486,39,0.6637916239414441,6,2,261,3,0,35,0
487,68,0.11338709555257254,2,1,249,1,0,73,0
488,42,0.720616290663715,6,1,496,2,2,87,1
489,39,0.5003051563545148,1,1,51,1,0,52,0
490,39,0.8940995361061592,2,2,488,1,0,15,1
491,66,0.9198709341305428,9,1,141,0,1,78,0
492,69,0.05515659060178546,6,0,371,0,0,37,0
493,59,0.8206415603544788,8,0,250,3,0,65,1
494,23,0.03769739042267062,7,1,313,4,1,92,1
495,32,0.36716962569502265,9,0,224,3,0,19,0
496,71,0.5422999756210791,9,0,55,2,0,33,0
497,60,0.14810079862712744,4,2,338,2,1,31,0
498,54,0.7463138125690768,7,1,520,1,2,24,1
499,50,0.008354704172138572,5,2,499,0,0,40,1
500,25,0.16859904843403684,7,1,483,1,0,18,1
501,70,0.5807968298534757,4,0,163,4,1,41,0
502,61,0.7143875620372924,10,2,440,1,0,92,1
503,61,0.9166431026939161,1,2,132,2,0,53,1
504,22,0.7054966519346239,4,0,80,2,0,40,1
505,56,0.671779270254866,10,0,349,3,0,62,1
506,21,0.3943411463506643,3,1,133,1,0,97,1
507,23,0.0012844255268014138,9,1,51,0,1,19,0
508,62,0.12015925873562194,5,0,493,4,0,43,0
509,49,0.5345545447560391,4,0,201,4,0,9,0
510,69,0.6751298858444197,8,2,507,0,0,49,1
511,47,0.4174482838964625,5,2,13,4,0,5,1
512,64,0.7306790115283902,3,1,384,0,0,51,1
513,52,0.5218622953321788,2,2,200,0,0,38,1
514,72,0.07417619559431221,8,0,164,3,2,12,1
515,57,0.19201625096794883,2,0,560,1,1,92,0
